query_id	pmid	evidence_level	has_pdf	pdf_source	pdf_usable	usable_reason	in_chunks_v2
1326	12952069	abstract_supports_core	yes	pdfs	yes		yes
1327	15238247	abstract_insufficient	yes	pdfs	yes		yes
1328	9373134	abstract_supports_detail	yes	pdfs	yes		yes
1329	10611970	abstract_insufficient	yes	pdfs	yes		yes
133	27519410	abstract_insufficient	yes	pdfs	yes		yes
1330	10793140	abstract_supports_core	yes	pdfs	yes		yes
1331	16386729	abstract_supports_core	yes	pdfs	yes		yes
1331	7926779	abstract_supports_core	yes	pdfs	yes		yes
1331	14651934	abstract_insufficient	yes	pdfs	yes		yes
1332	15193148	abstract_supports_detail	yes	pdfs	yes		yes
1333	15616122	abstract_supports_core	yes	pdfs	yes		yes
1334	1989999	abstract_supports_detail	yes	pdfs	yes		yes
1335	8026640	abstract_supports_core	yes	pdfs	yes		yes
1335	8026327	abstract_supports_detail	no		no	no_pdf	no
1336	9023987	abstract_supports_detail	yes	pdfs	yes		yes
1337	15225639	abstract_supports_core	yes	pdfs	yes		yes
1338	22119747	abstract_supports_detail	yes	pdfs	yes		yes
1339	8389692	abstract_supports_detail	yes	pdfs	yes		yes
134	15546981	abstract_supports_core	yes	pdfs	yes		yes
1340	3982413	abstract_supports_detail	yes	pdfs	yes		yes
1341	22398446	abstract_supports_core	yes	pdfs	yes		yes
1342	9177486	abstract_insufficient	yes	pdfs	yes		yes
1343	15629062	abstract_insufficient	yes	pdfs	yes		yes
1344	2169446	abstract_supports_core	yes	pdfs	yes		yes
1345	9660787	abstract_supports_detail	yes	pdfs	yes		yes
1346	14593072	abstract_supports_detail	yes	pdfs	yes		yes
1347	10413681	abstract_supports_core	no		no	no_pdf	no
1347	10411959	abstract_supports_core	no		no	no_pdf	no
1347	10704840	abstract_supports_detail	yes	pdfs	yes		yes
1348	4517669	abstract_supports_detail	yes	pdfs	yes		yes
135	10601339	abstract_insufficient	yes	pdfs	yes		yes
1350	24282234	abstract_supports_core	yes	pdfs	yes		yes
1351	8026640	abstract_insufficient	yes	pdfs	yes		yes
1351	25887420	abstract_insufficient	yes	pdfs	yes		yes
1352	1930158	abstract_supports_core	yes	pdfs	yes		yes
1352	7949425	abstract_insufficient	yes	pdfs	yes		yes
1353	10749929	abstract_supports_core	yes	pdfs	yes		yes
1354	25247494	abstract_supports_detail	yes	pdfs	yes		yes
1355	9729488	abstract_supports_core	no		no	no_pdf	no
1356	8986798	abstract_supports_core	yes	pdfs	yes		yes
1357	7813801	abstract_supports_core	yes	pdfs	no	known_bad	no
1358	2601718	abstract_supports_core	yes	pdfs	yes		yes
1358	6352373	abstract_supports_core	yes	pdfs	yes		yes
1358	1646690	abstract_supports_core	yes	pdfs	yes		yes
1358	6549045	abstract_supports_core	yes	pdfs	yes		yes
1359	10571182	abstract_insufficient	yes	pdfs	yes		yes
136	9843585	abstract_supports_core	yes	pdfs	yes		yes
136	9020088	abstract_supports_core	yes	pdfs	yes		yes
136	15131307	abstract_supports_core	yes	pdfs	yes		yes
1360	1033886	abstract_supports_core	yes	pdfs	yes		yes
1361	16814425	abstract_supports_detail	yes	pdfs	yes		yes
1362	7496377	abstract_supports_core	yes	pdfs	yes		yes
1362	2049880	abstract_supports_core	yes	pdfs	yes		yes
1363	3032987	abstract_supports_detail	yes	pdfs	yes		yes
1364	9397534	abstract_supports_detail	yes	pdfs	yes		yes
1365	10545495	abstract_supports_core	yes	pdfs	yes		yes
1365	8816999	abstract_supports_core	yes	pdfs	yes		yes
1366	9880333	abstract_supports_detail	yes	manual	yes		yes
1367	8793298	abstract_supports_detail	yes	pdfs	yes		yes
1368	12015984	abstract_insufficient	yes	pdfs	yes		yes
1369	23213391	abstract_insufficient	yes	pdfs	yes		yes
1369	14641909	abstract_insufficient	yes	pdfs	yes		yes
137	27009206	abstract_supports_core	yes	manual	yes		yes
137	10725225	abstract_insufficient	no		no	no_pdf	no
1370	14641909	abstract_insufficient	yes	pdfs	yes		yes
1371	14641909	abstract_insufficient	yes	pdfs	yes		yes
1372	14641909	abstract_insufficient	yes	pdfs	yes		yes
1373	10854856	abstract_supports_core	yes	pdfs	yes		yes
1373	14641909	abstract_insufficient	yes	pdfs	yes		yes
1374	14641909	abstract_insufficient	yes	pdfs	yes		yes
1374	9693369	abstract_insufficient	yes	pdfs	yes		yes
1375	15470238	abstract_supports_core	yes	pdfs	yes		yes
1376	2038336	abstract_insufficient	yes	pdfs	yes		yes
1377	1555240	abstract_supports_core	yes	pdfs	yes		yes
1377	25887420	abstract_insufficient	yes	pdfs	yes		yes
1377	1995398	abstract_insufficient	yes	pdfs	yes		yes
1378	24986648	abstract_supports_core	yes	pdfs	yes		yes
1379	10725352	abstract_supports_detail	yes	pdfs	yes		yes
138	20807800	abstract_supports_detail	yes	pdfs	yes		yes
1380	14517243	abstract_insufficient	yes	pdfs	yes		yes
1381	14736886	abstract_supports_core	yes	pdfs	yes		yes
1382	11566853	abstract_insufficient	no		no	no_pdf	no
1382	10974109	abstract_insufficient	no		no	no_pdf	no
1383	12796292	abstract_supports_detail	yes	pdfs	yes		yes
1384	7926779	abstract_supports_detail	yes	pdfs	yes		yes
1385	10331990	abstract_supports_core	no		no	no_pdf	no
1386	15509655	abstract_supports_detail	yes	pdfs	yes		yes
1387	27791032	abstract_supports_detail	no		no	no_pdf	no
1388	7937787	abstract_supports_core	yes	pdfs	yes		yes
1389	22992462	abstract_supports_detail	yes	pdfs	yes		yes
139	19286984	abstract_supports_detail	yes	pdfs	yes		yes
1390	27237792	abstract_supports_detail	yes	pdfs	yes		yes
1392	24797076	abstract_supports_detail	yes	pdfs	yes		yes
1393	16920105	abstract_supports_core	yes	pdfs	yes		yes
1394	11927596	abstract_supports_core	yes	pdfs	yes		yes
1394	11481037	abstract_supports_core	yes	pdfs	yes		yes
1395	3956480	abstract_supports_detail	yes	pdfs	yes		yes
1396	26246495	abstract_supports_core	no		no	no_pdf	no
1397	15194808	abstract_supports_core	yes	pdfs	yes		yes
1398	10488068	abstract_supports_detail	yes	pdfs	yes		yes
1399	7851634	abstract_supports_core	yes	pdfs	no	low_chars_per_page	no
14	30808751	abstract_supports_detail	yes	manual	yes		yes
140	11447112	abstract_supports_core	yes	pdfs	yes		yes
1400	22073313	abstract_supports_detail	yes	pdfs	yes		yes
1401	26449461	abstract_supports_detail	yes	pdfs	yes		yes
1403	24086589	abstract_supports_detail	yes	pdfs	yes		yes
1404	16906151	abstract_supports_core	yes	pdfs	yes		yes
1404	11163223	abstract_insufficient	yes	pdfs	yes		yes
1405	12796308	abstract_insufficient	yes	pdfs	yes		yes
1405	18402932	abstract_supports_detail	yes	pdfs	yes		yes
1406	11222756	abstract_insufficient	yes	pdfs	yes		yes
1407	9582328	abstract_supports_detail	yes	pdfs	yes		yes
1408	15363631	abstract_supports_detail	yes	pdfs	yes		yes
1409	15470246	abstract_supports_detail	yes	pdfs	yes		yes
141	30622175	abstract_supports_detail	yes	manual	yes		yes
141	29109256	abstract_supports_core	yes	manual	yes		yes
141	18948008	abstract_supports_core	yes	pdfs	yes		yes
1410	11352578	abstract_supports_core	yes	pdfs	yes		yes
1411	26246495	abstract_insufficient	no		no	no_pdf	no
1412	16672332	abstract_supports_detail	yes	pdfs	yes		yes
1413	15351882	abstract_supports_detail	yes	pdfs	yes		yes
1414	7693675	abstract_supports_core	yes	pdfs	yes		yes
1415	1310316	abstract_supports_core	yes	pdfs	yes		yes
1416	15897458	abstract_supports_core	yes	pdfs	yes		yes
1416	9473320	abstract_supports_detail	yes	pdfs	yes		yes
1417	10749929	abstract_supports_core	yes	pdfs	yes		yes
1418	8647262	abstract_supports_detail	yes	pdfs	yes		yes
1419	8631932	abstract_supports_core	yes	pdfs	yes		yes
142	9880333	abstract_supports_core	yes	manual	yes		yes
142	12018385	abstract_insufficient	yes	pdfs	yes		yes
1420	31002205	abstract_supports_detail	no		no	no_pdf	no
1421	22365144	abstract_supports_detail	yes	pdfs	yes		yes
1421	24587195	abstract_supports_detail	yes	pdfs	yes		yes
1421	18305004	abstract_insufficient	yes	pdfs	yes		yes
1422	18635356	abstract_supports_detail	yes	pdfs	yes		yes
1422	16079174	abstract_supports_core	yes	pdfs	yes		yes
1423	8643615	abstract_insufficient	yes	pdfs	yes		yes
1424	18636095	abstract_supports_detail	yes	pdfs	yes		yes
1424	22323285	abstract_insufficient	yes	pdfs	yes		yes
1425	18948008	abstract_supports_core	yes	pdfs	yes		yes
1425	29109256	abstract_supports_core	yes	manual	yes		yes
1426	30622175	abstract_supports_core	yes	manual	yes		yes
1426	23843627	abstract_insufficient	yes	pdfs	yes		yes
1426	30967009	abstract_supports_core	yes	manual	yes		yes
1426	27960076	abstract_supports_core	no		no	no_pdf	no
1427	11679673	abstract_insufficient	yes	pdfs	yes		yes
1428	19584094	abstract_supports_core	yes	pdfs	yes		yes
1429	7499325	abstract_supports_detail	yes	pdfs	yes		yes
143	31357517	abstract_supports_detail	yes	manual	yes		yes
1430	12686622	abstract_supports_core	yes	pdfs	yes		yes
1431	12198156	abstract_supports_core	yes	pdfs	yes		yes
1432	20923972	abstract_supports_detail	yes	pdfs	yes		yes
1432	9435289	abstract_supports_core	no		no	no_pdf	no
1433	8244981	abstract_supports_core	yes	pdfs	yes		yes
1434	15225305	abstract_insufficient	yes	pdfs	yes		yes
1435	8366107	abstract_supports_core	yes	pdfs	yes		yes
1436	10207040	abstract_insufficient	yes	pdfs	yes		yes
1436	18840649	abstract_supports_detail	yes	pdfs	yes		yes
1437	12204259	abstract_supports_core	yes	pdfs	yes		yes
1438	17625565	abstract_supports_core	yes	pdfs	yes		yes
1438	19833731	abstract_insufficient	yes	pdfs	yes		yes
1439	24390142	abstract_supports_detail	yes	pdfs	yes		yes
144	23503127	abstract_supports_detail	yes	pdfs	yes		yes
144	22302991	abstract_supports_detail	yes	pdfs	yes		yes
144	20375144	abstract_insufficient	yes	pdfs	yes		yes
144	22891261	abstract_insufficient	yes	pdfs	yes		yes
1440	19409937	abstract_supports_detail	yes	pdfs	yes		yes
1441	23885127	abstract_supports_detail	yes	pdfs	yes		yes
1442	3139100	abstract_supports_detail	yes	pdfs	yes		yes
1442	3288206	abstract_supports_detail	yes	pdfs	yes		yes
1443	20493808	abstract_supports_detail	yes	pdfs	yes		yes
1444	22891261	abstract_supports_core	yes	pdfs	yes		yes
1445	19176583	abstract_supports_core	yes	pdfs	yes		yes
1446	23915312	abstract_supports_core	yes	pdfs	yes		yes
1447	22711818	abstract_supports_detail	yes	pdfs	yes		yes
1448	11237875	abstract_supports_detail	yes	pdfs	yes		yes
1449	10873800	abstract_supports_detail	yes	pdfs	yes		yes
145	25646440	abstract_supports_core	yes	pdfs	yes		yes
1450	17068267	abstract_supports_core	yes	pdfs	yes		yes
1451	25887420	abstract_insufficient	yes	pdfs	yes		yes
1452	14871937	abstract_supports_core	yes	pdfs	yes		yes
1453	11274054	abstract_supports_detail	yes	pdfs	yes		yes
1454	8089184	abstract_supports_core	yes	pdfs	yes		yes
1455	26919666	abstract_supports_detail	yes	pdfs	yes		yes
1456	11102804	abstract_supports_core	yes	pdfs	yes		yes
1456	12854977	abstract_supports_detail	yes	pdfs	yes		yes
1457	28546289	abstract_supports_detail	no		no	no_pdf	no
1458	12244067	abstract_supports_detail	yes	pdfs	yes		yes
1458	11423539	abstract_supports_core	yes	pdfs	yes		yes
1459	27172998	abstract_supports_core	yes	pdfs	yes		yes
146	20603609	abstract_insufficient	yes	pdfs	yes		yes
1460	988019	abstract_insufficient	yes	pdfs	yes		yes
1461	11163223	abstract_insufficient	yes	pdfs	yes		yes
1461	16906151	abstract_supports_core	yes	pdfs	yes		yes
1462	8898200	abstract_supports_detail	yes	pdfs	yes		yes
1463	22736763	abstract_supports_detail	yes	pdfs	yes		yes
1464	18385017	abstract_supports_core	yes	pdfs	yes		yes
1464	8110455	abstract_insufficient	yes	pdfs	yes		yes
1464	23886948	abstract_supports_core	yes	pdfs	yes		yes
1465	7744252	abstract_supports_core	yes	pdfs	yes		yes
1466	21900496	abstract_insufficient	yes	pdfs	yes		yes
1467	9177484	abstract_supports_detail	yes	pdfs	yes		yes
1468	24867644	abstract_supports_core	yes	pdfs	yes		yes
1469	14686953	abstract_supports_core	yes	pdfs	yes		yes
1469	17951519	abstract_supports_core	yes	pdfs	yes		yes
147	17501984	abstract_insufficient	yes	pdfs	yes		yes
1470	8050366	abstract_supports_detail	no		no	no_pdf	no
1471	8125261	abstract_supports_core	yes	pdfs	yes		yes
1472	11264536	abstract_supports_core	yes	pdfs	yes		yes
1473	1847147	abstract_supports_detail	yes	manual	yes		yes
1473	1591239	abstract_supports_core	yes	pdfs	yes		yes
1474	19843280	abstract_supports_detail	yes	pdfs	yes		yes
1475	15506982	abstract_supports_core	yes	pdfs	yes		yes
1476	11106661	abstract_supports_detail	yes	pdfs	yes		yes
1477	7966307	abstract_supports_detail	yes	pdfs	no	low_chars_per_page	no
1477	1846924	abstract_insufficient	yes	pdfs	yes		yes
1478	12171931	abstract_insufficient	yes	pdfs	yes		yes
1479	23247359	abstract_supports_core	yes	pdfs	yes		yes
1479	22366457	abstract_supports_detail	yes	pdfs	yes		yes
148	12626495	abstract_supports_core	yes	pdfs	yes		yes
1480	25887420	abstract_insufficient	yes	pdfs	yes		yes
1480	15309638	abstract_insufficient	yes	pdfs	yes		yes
1481	9729488	abstract_supports_core	no		no	no_pdf	no
1482	18039932	abstract_supports_core	yes	pdfs	yes		yes
1482	19284976	abstract_supports_core	yes	pdfs	yes		yes
1483	9177486	abstract_supports_core	yes	pdfs	yes		yes
1484	10556070	abstract_supports_core	no		no	no_pdf	no
1484	1348970	abstract_supports_core	yes	pdfs	yes		yes
1485	12011437	abstract_supports_detail	yes	pdfs	yes		yes
1485	12952076	abstract_insufficient	yes	pdfs	yes		yes
1486	24046445	abstract_supports_detail	yes	pdfs	yes		yes
1487	3035502	abstract_insufficient	yes	pdfs	yes		yes
1488	11686306	abstract_supports_detail	no		no	no_pdf	no
1489	11130075	abstract_supports_core	yes	pdfs	yes		yes
149	20603609	abstract_insufficient	yes	pdfs	yes		yes
1490	17467078	abstract_supports_detail	yes	pdfs	yes		yes
1491	15470429	abstract_supports_core	yes	pdfs	yes		yes
1492	30625171	abstract_supports_core	yes	manual	yes		yes
1493	15470262	abstract_supports_detail	yes	pdfs	yes		yes
1493	16607013	abstract_supports_core	yes	pdfs	yes		yes
1494	8937986	abstract_supports_core	no		no	no_pdf	no
1494	1732064	abstract_supports_detail	yes	pdfs	yes		yes
1495	32792509	abstract_supports_detail	yes	manual	yes		yes
1496	14629118	abstract_supports_core	yes	pdfs	yes		yes
1497	9254905	abstract_supports_detail	yes	pdfs	yes		yes
1498	27044073	abstract_supports_detail	yes	manual	yes		yes
1499	9885293	abstract_supports_detail	no		no	no_pdf	no
15	3923431	abstract_supports_core	yes	pdfs	yes		yes
150	26246495	abstract_supports_core	no		no	no_pdf	no
1500	24335649	abstract_supports_detail	yes	pdfs	yes		yes
1501	21803848	abstract_supports_detail	yes	pdfs	yes		yes
1501	26479198	abstract_supports_core	yes	pdfs	yes		yes
1502	8227212	abstract_supports_core	no		no	no_pdf	no
1503	21374069	abstract_supports_detail	yes	pdfs	yes		yes
1504	10331990	abstract_supports_core	no		no	no_pdf	no
1505	7691416	abstract_supports_detail	yes	pdfs	yes		yes
1506	22572958	abstract_supports_core	yes	pdfs	yes		yes
1506	22090348	abstract_supports_detail	yes	pdfs	yes		yes
1507	20079430	abstract_supports_core	yes	pdfs	yes		yes
1507	20019085	abstract_supports_core	yes	pdfs	yes		yes
1508	23264736	abstract_supports_detail	yes	pdfs	yes		yes
1509	24267687	abstract_supports_core	yes	pdfs	yes		yes
151	20603609	abstract_insufficient	yes	pdfs	yes		yes
1510	22711818	abstract_supports_detail	yes	pdfs	yes		yes
1511	26130809	abstract_supports_detail	yes	pdfs	yes		yes
1512	20567601	abstract_supports_detail	yes	pdfs	yes		yes
1512	21222625	abstract_supports_core	yes	pdfs	yes		yes
1513	29799847	abstract_supports_detail	no		no	no_pdf	no
1514	15908944	abstract_supports_core	yes	pdfs	yes		yes
1515	16336640	abstract_supports_detail	yes	pdfs	yes		yes
1516	29440579	abstract_insufficient	yes	manual	yes		yes
1517	17501984	abstract_supports_detail	yes	pdfs	yes		yes
1518	15470506	abstract_supports_core	yes	pdfs	yes		yes
1519	17584488	abstract_supports_core	yes	pdfs	yes		yes
1519	26940518	abstract_insufficient	yes	pdfs	yes		yes
152	20603609	abstract_insufficient	yes	pdfs	yes		yes
1520	21562226	abstract_supports_detail	yes	pdfs	yes		yes
1521	28049717	abstract_supports_core	no		no	no_pdf	no
1522	31964823	abstract_supports_detail	yes	manual	yes		yes
1523	8567716	abstract_supports_core	yes	pdfs	yes		yes
1524	25999474	abstract_supports_detail	yes	pdfs	yes		yes
1525	8522606	abstract_supports_detail	yes	pdfs	yes		yes
1526	19126673	abstract_supports_core	yes	pdfs	yes		yes
1527	32531280	abstract_supports_detail	no		no	no_pdf	no
1528	30744820	abstract_supports_detail	no		no	no_pdf	no
1529	10545500	abstract_supports_core	yes	pdfs	yes		yes
1529	10962483	abstract_supports_core	yes	pdfs	yes		yes
1529	10825297	abstract_supports_core	no		no	no_pdf	no
153	20070309	abstract_insufficient	yes	pdfs	yes		yes
153	20603609	abstract_insufficient	yes	pdfs	yes		yes
1530	30622175	abstract_supports_core	yes	manual	yes		yes
1531	19466752	abstract_supports_core	yes	pdfs	yes		yes
1532	9307965	abstract_supports_core	yes	pdfs	yes		yes
1532	9373143	abstract_supports_core	yes	pdfs	yes		yes
1533	19176583	abstract_supports_detail	yes	pdfs	yes		yes
1534	29109256	abstract_supports_detail	yes	manual	yes		yes
1535	19000924	abstract_supports_detail	yes	pdfs	yes		yes
1536	15962002	abstract_supports_detail	yes	pdfs	yes		yes
1537	22008230	abstract_supports_detail	yes	pdfs	yes		yes
1538	15259052	abstract_supports_core	yes	pdfs	yes		yes
1539	7657724	abstract_supports_detail	no		no	no_pdf	no
154	1448100	abstract_supports_detail	yes	pdfs	yes		yes
1540	28413119	abstract_supports_detail	no		no	no_pdf	no
1541	9786928	abstract_supports_detail	yes	pdfs	yes		yes
1542	25446527	abstract_supports_detail	yes	pdfs	yes		yes
1543	22323285	abstract_supports_detail	yes	pdfs	yes		yes
1543	18636095	abstract_supports_core	yes	pdfs	yes		yes
1544	9693138	abstract_supports_detail	no		no	no_pdf	no
1545	12142016	abstract_supports_core	yes	pdfs	yes		yes
1546	12161440	abstract_supports_detail	yes	pdfs	yes		yes
1547	8620848	abstract_supports_detail	no		no	no_pdf	no
1549	16781009	abstract_supports_detail	yes	pdfs	yes		yes
155	26460541	abstract_supports_core	yes	pdfs	yes		yes
1550	26940518	abstract_insufficient	yes	pdfs	yes		yes
1550	24248334	abstract_supports_core	yes	pdfs	yes		yes
1551	11598188	abstract_supports_core	yes	pdfs	yes		yes
1552	23387437	abstract_supports_detail	yes	pdfs	yes		yes
1553	9421912	abstract_supports_detail	yes	pdfs	yes		yes
1554	24349132	abstract_supports_core	yes	pdfs	yes		yes
1555	26927887	abstract_supports_core	yes	pdfs	yes		yes
1556	19479821	abstract_supports_core	yes	pdfs	yes		yes
1557	27919433	abstract_supports_detail	no		no	no_pdf	no
1558	9585512	abstract_supports_core	yes	pdfs	yes		yes
1559	32482795	abstract_supports_detail	no		no	no_pdf	no
156	21527280	abstract_supports_core	yes	pdfs	yes		yes
1560	30596802	abstract_supports_core	no		no	no_pdf	no
1561	23301051	abstract_supports_core	yes	pdfs	yes		yes
1562	12538772	abstract_supports_detail	yes	pdfs	yes		yes
1563	11748133	abstract_supports_detail	no		no	no_pdf	no
1564	17332500	abstract_supports_core	yes	pdfs	yes		yes
1565	11854420	abstract_supports_detail	yes	pdfs	yes		yes
1566	20547830	abstract_supports_core	yes	pdfs	yes		yes
1567	11130075	abstract_insufficient	yes	pdfs	yes		yes
1568	12388544	abstract_supports_detail	yes	pdfs	yes		yes
1569	10652263	abstract_supports_detail	no		no	no_pdf	no
1570	22266904	abstract_supports_detail	yes	pdfs	yes		yes
1571	12456012	abstract_insufficient	yes	pdfs	yes		yes
1572	10419694	abstract_supports_detail	yes	pdfs	yes		yes
1573	12244115	abstract_supports_detail	yes	pdfs	yes		yes
1574	11423539	abstract_insufficient	yes	pdfs	yes		yes
1575	11784104	abstract_supports_detail	yes	pdfs	yes		yes
1576	24550398	abstract_supports_detail	yes	pdfs	yes		yes
1577	12796307	abstract_supports_core	yes	pdfs	yes		yes
1577	10725352	abstract_supports_core	yes	pdfs	yes		yes
1578	7738034	abstract_supports_detail	yes	pdfs	no	low_chars_per_page	no
1579	14551196	abstract_supports_detail	yes	pdfs	yes		yes
158	1661590	abstract_supports_detail	yes	pdfs	yes		yes
1580	16135826	abstract_supports_core	yes	pdfs	yes		yes
1581	17951519	abstract_supports_detail	yes	pdfs	yes		yes
1582	8931563	abstract_supports_detail	yes	pdfs	yes		yes
1583	9786875	abstract_supports_core	yes	pdfs	yes		yes
1584	12385972	abstract_supports_detail	no		no	no_pdf	no
1585	11956323	abstract_supports_detail	no		no	no_pdf	no
1586	21393547	abstract_insufficient	yes	pdfs	yes		yes
1587	16672332	abstract_supports_core	yes	pdfs	yes		yes
1588	17314411	abstract_supports_core	yes	pdfs	yes		yes
1589	1321059	abstract_supports_detail	yes	pdfs	yes		yes
159	18402932	abstract_supports_detail	yes	pdfs	yes		yes
159	16906151	abstract_insufficient	yes	pdfs	yes		yes
1590	15632431	abstract_supports_core	yes	pdfs	yes		yes
1591	9486804	abstract_supports_detail	no		no	no_pdf	no
1592	9778249	abstract_supports_detail	yes	pdfs	yes		yes
1593	23910661	abstract_supports_core	yes	pdfs	yes		yes
1593	26018043	abstract_supports_core	yes	pdfs	yes		yes
1594	21441344	abstract_supports_core	yes	pdfs	yes		yes
1596	12062087	abstract_insufficient	yes	pdfs	yes		yes
1597	22864416	abstract_supports_detail	yes	pdfs	yes		yes
1598	1535025	abstract_supports_core	yes	pdfs	yes		yes
1598	7593282	abstract_supports_detail	no		no	no_pdf	no
1599	9582328	abstract_supports_detail	yes	pdfs	yes		yes
16	24036346	abstract_insufficient	yes	pdfs	yes		yes
16	18559084	abstract_insufficient	yes	pdfs	yes		yes
160	8901579	abstract_supports_detail	yes	pdfs	yes		yes
1600	2914932	abstract_supports_core	yes	pdfs	yes		yes
1601	9020178	abstract_supports_detail	yes	pdfs	yes		yes
1602	16672332	abstract_supports_core	yes	pdfs	yes		yes
1603	9808785	abstract_supports_core	yes	pdfs	yes		yes
1604	230476	abstract_insufficient	yes	pdfs	yes		yes
1605	12204259	abstract_supports_core	yes	pdfs	yes		yes
1605	15897458	abstract_insufficient	yes	pdfs	yes		yes
1605	7937993	abstract_supports_core	yes	pdfs	yes		yes
1606	11493573	abstract_supports_detail	no		no	no_pdf	no
1607	10793140	abstract_supports_detail	yes	pdfs	yes		yes
1608	18042625	abstract_supports_detail	yes	pdfs	yes		yes
1609	25451080	abstract_supports_detail	yes	pdfs	yes		yes
161	4982890	abstract_supports_core	yes	pdfs	yes		yes
1610	14629118	abstract_supports_detail	yes	pdfs	yes		yes
1611	31263268	abstract_supports_detail	yes	manual	yes		yes
1612	25887420	abstract_insufficient	yes	pdfs	yes		yes
1613	7790361	abstract_supports_core	yes	pdfs	yes		yes
1614	26395484	abstract_supports_core	yes	pdfs	yes		yes
1615	8561496	abstract_supports_detail	yes	pdfs	yes		yes
1616	15276209	abstract_supports_core	yes	pdfs	yes		yes
1617	6298035	abstract_supports_core	yes	pdfs	yes		yes
1618	12456012	abstract_insufficient	yes	pdfs	yes		yes
1619	8626027	abstract_supports_core	yes	pdfs	yes		yes
162	20660630	abstract_supports_core	yes	pdfs	yes		yes
162	23657816	abstract_supports_core	yes	pdfs	yes		yes
1620	15255188	abstract_supports_core	yes	pdfs	yes		yes
1621	15883156	abstract_insufficient	yes	pdfs	yes		yes
1622	12018385	abstract_supports_core	yes	pdfs	yes		yes
1623	28641070	abstract_supports_core	yes	manual	yes		yes
1623	22754623	abstract_supports_core	yes	pdfs	yes		yes
1624	30670662	abstract_supports_detail	yes	manual	yes		yes
1625	28778987	abstract_supports_detail	no		no	no_pdf	no
1626	15059962	abstract_supports_detail	yes	pdfs	yes		yes
1627	17889831	abstract_supports_detail	yes	pdfs	yes		yes
1628	25341530	abstract_supports_core	yes	pdfs	yes		yes
1629	32087303	abstract_supports_core	no		no	no_pdf	no
163	2663863	abstract_supports_detail	yes	pdfs	yes		yes
1630	31263268	abstract_supports_core	yes	manual	yes		yes
1631	22266904	abstract_supports_core	yes	pdfs	yes		yes
1632	31693171	abstract_supports_detail	yes	manual	yes		yes
1633	15123660	abstract_supports_detail	yes	pdfs	yes		yes
1634	31786060	abstract_supports_detail	no		no	no_pdf	no
1635	10402673	abstract_supports_core	yes	pdfs	yes		yes
1636	25996471	abstract_supports_detail	yes	pdfs	yes		yes
1637	10402673	abstract_supports_core	yes	pdfs	yes		yes
1638	30269947	abstract_supports_core	no		no	no_pdf	no
1639	25878144	abstract_supports_detail	yes	pdfs	yes		yes
1639	25996471	abstract_supports_core	yes	pdfs	yes		yes
164	6746725	abstract_supports_detail	yes	pdfs	yes		yes
1640	23701686	abstract_insufficient	yes	pdfs	yes		yes
1641	24867644	abstract_supports_core	yes	pdfs	yes		yes
1642	22081140	abstract_supports_core	yes	pdfs	yes		yes
1643	24282234	abstract_supports_core	yes	pdfs	yes		yes
1644	12912898	abstract_supports_detail	yes	pdfs	yes		yes
1645	10896781	abstract_supports_detail	yes	pdfs	yes		yes
1646	12802059	abstract_supports_core	yes	pdfs	yes		yes
1647	31714697	abstract_supports_core	no		no	no_pdf	no
1648	22266904	abstract_supports_core	yes	pdfs	yes		yes
1649	10473630	abstract_insufficient	yes	pdfs	yes		yes
1649	16079174	abstract_supports_core	yes	pdfs	yes		yes
1649	22266904	abstract_supports_detail	yes	pdfs	yes		yes
165	25157910	abstract_supports_core	yes	pdfs	yes		yes
1650	30251676	abstract_supports_detail	no		no	no_pdf	no
1651	1851628	abstract_supports_detail	yes	pdfs	yes		yes
1652	2157967	abstract_supports_detail	yes	pdfs	yes		yes
1653	25887420	abstract_insufficient	yes	pdfs	yes		yes
1654	7607079	abstract_supports_detail	no		no	no_pdf	no
1655	15883156	abstract_supports_detail	yes	pdfs	yes		yes
1656	15652353	abstract_supports_detail	yes	pdfs	yes		yes
1657	10473630	abstract_insufficient	yes	pdfs	yes		yes
1658	10473630	abstract_insufficient	yes	pdfs	yes		yes
1659	9275182	abstract_insufficient	yes	pdfs	yes		yes
1659	12018385	abstract_insufficient	yes	pdfs	yes		yes
1659	9427688	abstract_insufficient	no		no	no_pdf	no
166	22269093	abstract_supports_core	yes	pdfs	yes		yes
1660	12372338	abstract_supports_detail	yes	pdfs	yes		yes
1661	15155803	abstract_supports_core	yes	pdfs	yes		yes
1662	9832508	abstract_supports_detail	yes	pdfs	yes		yes
1663	10564654	abstract_insufficient	yes	manual	yes		yes
1663	17416892	abstract_supports_detail	yes	pdfs	yes		yes
1664	7713325	abstract_insufficient	yes	pdfs	yes		yes
1664	8174784	abstract_insufficient	yes	pdfs	no	low_chars_per_page	no
1665	15769639	abstract_supports_detail	yes	pdfs	yes		yes
1666	8951083	abstract_supports_detail	no		no	no_pdf	no
1667	8832405	abstract_insufficient	no		no	no_pdf	no
1668	19284976	abstract_supports_core	yes	pdfs	yes		yes
1669	7774015	abstract_supports_core	yes	pdfs	yes		yes
167	23657816	abstract_supports_core	yes	pdfs	yes		yes
1670	9885293	abstract_supports_core	no		no	no_pdf	no
1671	26246495	abstract_supports_core	no		no	no_pdf	no
1672	22847424	abstract_supports_detail	yes	pdfs	yes		yes
